"sample" "diphtong" "speaker" "T3_0%" "T3_10%" "T3_20%" "T3_30%" "T3_40%" "T3_50%" "T3_60%" "T3_70%" "T3_80%" "T3_90%" "T3_100%"
"30" 30 "aU" "M" 2743 2806.15254237288 2825.81355932203 2848.45762711864 2830.84745762712 2788.35593220339 2703.18644067797 2468.84745762712 2353.35593220339 2388.81355932203 2589
"31" 31 "aI" "M" 2444 2445.84745762712 2437.54237288136 2385.33898305085 2385.10169491525 2411.30508474576 2378.81355932203 2382.89830508475 2357.69491525424 2323.01694915254 2257
"32" 32 "aI" "M" 2418 2400.69491525424 2338.03389830508 2300.96610169492 2311.93220338983 2344.74576271186 2358.8813559322 2366.84745762712 2366.89830508475 2334.45762711864 2286
"33" 33 "OY" "M" 1843 1941.57627118644 2069.86440677966 1988.28813559322 2026.5593220339 2087.83050847458 2153 2307.20338983051 2315.91525423729 2307.13559322034 2452
"34" 34 "aI" "M" 2508 2437.22033898305 2342.30508474576 2272.45762711864 2277.25423728814 2302.79661016949 2352.69491525424 2402.8813559322 2429.45762711864 2441.25423728814 2414
"35" 35 "aI" "M" 2438 2441.06779661017 2438.47457627119 2435.15254237288 2389.05084745763 2379.47457627119 2378.01694915254 2347.86440677966 2337.62711864407 2352.15254237288 2287
"36" 36 "aI" "M" 2467 2537.79661016949 2452.71186440678 2324.33898305085 2302.37288135593 2313.10169491525 2344.08474576271 2386.49152542373 2388.66101694915 2410.32203389831 2397
"37" 37 "aI" "M" 1934 2018.38983050847 2100.16949152542 2162.94915254237 2244.08474576271 2354.25423728814 2421.52542372881 2465.33898305085 2447.27118644068 2461.13559322034 2412
"38" 38 "aI" "M" 2232 2240.59322033898 2172.72881355932 2219.23728813559 2262.81355932203 2355.13559322034 2441.32203389831 2492.96610169492 2509.79661016949 2490.27118644068 2455
"39" 39 "aI" "M" 2001 1983.86440677966 2054.54237288136 2060.4406779661 2087.49152542373 2322.71186440678 2328.03389830508 2329.79661016949 2320.79661016949 2259.98305084746 2225
"40" 40 "aI" "M" 2212 2230.40677966102 2236.10169491525 2161.77966101695 2144.45762711864 2295.69491525424 2373.18644067797 2463.76271186441 2455.89830508475 2387.94915254237 2314
"41" 41 "aU" "M" 2377 2501.15254237288 2548.49152542373 2573.94915254237 2561.22033898305 2562.83050847458 2544.96610169492 2565.72881355932 2559.30508474576 2543.01694915254 2572
"42" 42 "aI" "M" 2535 2531.30508474576 2507.05084745763 2445.76271186441 2420.42372881356 2372.01694915254 2374.69491525424 2370.93220338983 2413.89830508475 2290.84745762712 2376
"43" 43 "aI" "M" 2378 2334.01694915254 2349 2378.10169491525 1928.91525423729 2419.66101694915 2411.45762711864 2425.71186440678 2397.59322033898 2395.5593220339 2301
"44" 44 "OY" "M" 2295 2194.32203389831 2126.67796610169 2048.8813559322 2015.94915254237 2009.86440677966 2024.91525423729 2015.93220338983 2020.72881355932 2086.61016949153 2080
"45" 45 "aI" "M" 2532 2441.22033898305 2417.03389830508 2378 2384.84745762712 2384.05084745763 2407.93220338983 2372.71186440678 2424.83050847458 2514.71186440678 2931
"46" 46 "aI" "M" 2094 2291.59322033898 2398.25423728814 2383.03389830508 2385.83050847458 2406.61016949153 2407 2405.79661016949 2367.69491525424 2269.57627118644 2159
"47" 47 "aU" "M" 2344 2344.4406779661 2395.38983050847 2493.83050847458 2565.81355932203 2620.8813559322 2609.03389830508 2560.50847457627 2559.35593220339 2551.28813559322 2500
"48" 48 "aI" "M" 2559 2573.72881355932 2552.52542372881 2520.96610169492 2345.4406779661 2422.01694915254 2443.57627118644 2490.52542372881 2524.84745762712 2524.86440677966 2451
"49" 49 "aI" "M" 2392 2338.27118644068 2331.4406779661 2274.64406779661 2233.94915254237 2276.27118644068 2338.27118644068 2383.16949152542 2430.25423728814 2429.03389830508 2407
"50" 50 "aI" "M" 2175 2260.16949152542 2332.83050847458 2342.4406779661 2349.49152542373 2327.38983050847 2308.50847457627 2315.25423728814 2237.83050847458 2326.47457627119 2256
"51" 51 "aI" "M" 1829 2355.40677966102 2229.50847457627 2273.83050847458 2297.30508474576 2272.45762711864 2417.35593220339 2416.45762711864 2394.1186440678 2326.22033898305 2125
"52" 52 "aU" "M" 2313 2405.84745762712 2455.45762711864 2478.57627118644 2523.84745762712 2580.40677966102 2650.84745762712 2668.18644067797 2230.23728813559 2027.89830508475 2074
"53" 53 "aI" "M" 2510 2283.69491525424 2199.37288135593 2210.33898305085 2254.77966101695 2262.83050847458 2224.1186440678 2232.22033898305 2301.61016949153 2310.98305084746 2230
"54" 54 "aU" "M" 2522 2599.94915254237 2628.45762711864 2665.32203389831 2710.49152542373 2739.62711864407 2731.91525423729 2694.69491525424 2712.81355932203 2733.08474576271 2724
"55" 55 "aI" "M" 2496 2622.03389830508 1973.94915254237 2334.08474576271 2407.71186440678 2400.81355932203 2363.15254237288 2359.38983050847 2348.49152542373 2400.52542372881 3030
"56" 56 "aI" "M" 2319 2288.22033898305 2239.37288135593 2214.30508474576 2178.94915254237 2194.52542372881 2225.76271186441 2186.57627118644 2226.91525423729 2320 2307
"57" 57 "aI" "M" 2292 2320.66101694915 2313.8813559322 2262.61016949153 2241.71186440678 2197.76271186441 2191.23728813559 2220.98305084746 2262.4406779661 2331 2299
"58" 58 "aI" "M" 2283 2084.69491525424 2072.66101694915 2080.69491525424 2207.30508474576 2355.01694915254 2494.91525423729 2530 2565.86440677966 2445.59322033898 2167
"59" 59 "OY" "M" 2355 2325.57627118644 2366.49152542373 2430.84745762712 2409.1186440678 2344.52542372881 2253.66101694915 2236.42372881356 2234.45762711864 2367.47457627119 2226
"60" 60 "aI" "M" 2003 2039.40677966102 2111.54237288136 2161.67796610169 2207.49152542373 2211.42372881356 2244.84745762712 1941.67796610169 2331.50847457627 2407.30508474576 1962
"61" 61 "aI" "M" 2303 2345.72881355932 2388.57627118644 2350.69491525424 2303.94915254237 2288.79661016949 2321.8813559322 2346.23728813559 2345.25423728814 2379.52542372881 2410
"62" 62 "aU" "M" 2416 2459.06779661017 2502.30508474576 2527.83050847458 2538.01694915254 2523.94915254237 2505.38983050847 2527.08474576271 2570.47457627119 2600.40677966102 2130
"63" 63 "aU" "M" 2453 2530.94915254237 2535.94915254237 2539.57627118644 2540.20338983051 2555.06779661017 2567.71186440678 2589.32203389831 2597.50847457627 2685.37288135593 2322
"64" 64 "aI" "M" 2040 2023.20338983051 2060.01694915254 2121.03389830508 2218.15254237288 2294.1186440678 2364.33898305085 2426.35593220339 2445 2396.49152542373 2295
"65" 65 "aU" "M" 2624 2519.30508474576 2474.05084745763 2409.42372881356 2361.23728813559 2336.98305084746 2402.08474576271 2426.84745762712 2453.59322033898 2473.35593220339 2420
"66" 66 "aU" "M" 2373 2447.05084745763 2418.59322033898 2461.45762711864 2511.20338983051 2558.89830508475 2545.59322033898 2504.4406779661 2459.59322033898 2515.47457627119 2661
"67" 67 "aI" "M" 2422 2368.13559322034 2351.83050847458 2338.74576271186 2310.49152542373 2320.71186440678 2338.84745762712 2354.72881355932 2424.54237288136 2464.72881355932 2445
"68" 68 "aI" "M" 2379 2246.81355932203 2179.71186440678 2157.01694915254 2250.23728813559 2248.94915254237 2303.62711864407 2357.64406779661 2386.35593220339 2320.10169491525 2229
"69" 69 "aI" "M" 2437 2472.18644067797 2432.83050847458 2405.13559322034 2390.89830508475 2393.42372881356 2393.42372881356 2421.96610169492 2468.47457627119 2425.84745762712 2416
"70" 70 "aI" "M" 2530 2553.20338983051 2552 2542.79661016949 2496.5593220339 2490.94915254237 2426.93220338983 2400.84745762712 2425.71186440678 2273.98305084746 2068
"71" 71 "aI" "M" 2419 2444.42372881356 2456.57627118644 2428.49152542373 2373.01694915254 2344.06779661017 2331.57627118644 2329.72881355932 2332.93220338983 2508.08474576271 2537
"72" 72 "aI" "M" 2076 2131.62711864407 2201.79661016949 2284.62711864407 2355.59322033898 2429.81355932203 2430 2442.27118644068 2465.06779661017 2486.13559322034 2487
"73" 73 "OY" "M" 2606 2642.8813559322 2636.50847457627 2576.30508474576 2510.15254237288 2484.84745762712 2453.32203389831 2477.64406779661 2394.18644067797 2417.52542372881 2645
"74" 74 "aU" "M" 2496 2611.59322033898 2709.71186440678 2762.28813559322 2753.96610169492 2749.01694915254 2730.30508474576 2700.66101694915 2694.47457627119 2631.1186440678 3008
"75" 75 "aI" "M" 2288 2360.50847457627 2334.28813559322 2352.47457627119 2394.27118644068 2438.67796610169 2497.61016949153 2513.76271186441 2502 2487.83050847458 2421
"76" 76 "aU" "M" 2641 2659.40677966102 2696.5593220339 2722.10169491525 2739.05084745763 2781.1186440678 2808.81355932203 2880.03389830508 2180.08474576271 1954.25423728814 2064
"77" 77 "OY" "M" 2558 2539.03389830508 2516.64406779661 2475.96610169492 2472.81355932203 2452.30508474576 2442.25423728814 2451.59322033898 2454.83050847458 2432.37288135593 2541
"78" 78 "aI" "M" 2272 2246.5593220339 2246.32203389831 2250.64406779661 2250.23728813559 2282.37288135593 2339.35593220339 2385.59322033898 2418.69491525424 2449.61016949153 2422
"79" 79 "aU" "M" 2299 2410.69491525424 2582.30508474576 2621.61016949153 2632.16949152542 2612.37288135593 2613.03389830508 2593.33898305085 2552.57627118644 2510.54237288136 2999
"80" 80 "aU" "M" 2502 2513.30508474576 2512.18644067797 2564.25423728814 2553.86440677966 2584.13559322034 2548.71186440678 2491.27118644068 2426.81355932203 2398.05084745763 2156
"81" 81 "aI" "M" 2539 2604.98305084746 2338.22033898305 2317.61016949153 2302.4406779661 2286.05084745763 2276.15254237288 2270.47457627119 2179 2185.91525423729 2265
"82" 82 "aI" "M" 2470 2379.62711864407 2251.67796610169 2324.69491525424 2345.79661016949 2377.84745762712 2407.49152542373 2432.72881355932 2456.61016949153 2438.30508474576 2257
"83" 83 "aI" "M" 2567 2556.76271186441 2544.40677966102 2488.77966101695 2475.64406779661 2478.47457627119 2488.83050847458 2505.23728813559 2433.35593220339 2401.49152542373 2413
"84" 84 "OY" "M" 2538 2491.79661016949 2476.06779661017 2449.42372881356 2394.59322033898 2366.38983050847 2338.32203389831 2328.10169491525 2319.38983050847 2323.25423728814 2351
"85" 85 "aI" "M" 2432 2467.40677966102 2455.28813559322 2437.15254237288 2466.16949152542 2449.47457627119 2422.98305084746 2443 2403.79661016949 2475.22033898305 2673
"86" 86 "aI" "M" 2467 2452.81355932203 2494.40677966102 2463.59322033898 2478.4406779661 2505.91525423729 2462 2442.16949152542 2559.54237288136 2456.93220338983 2279
"87" 87 "OY" "M" 2461 2575.18644067797 2605.61016949153 2571.71186440678 2495.96610169492 2447.49152542373 2417.13559322034 2371.61016949153 2358.96610169492 2339.37288135593 2225
"88" 88 "aU" "M" 2524 2525.67796610169 2538.23728813559 2516.50847457627 2496.49152542373 2475.06779661017 2442.5593220339 2416.1186440678 2396.35593220339 2384.54237288136 2352
"89" 89 "aI" "M" 2673 2609.32203389831 2445.06779661017 2435.83050847458 2419.4406779661 2396.72881355932 2402.74576271186 2415.72881355932 2454.69491525424 2468.42372881356 2363
"90" 90 "aU" "M" 2403 2373.32203389831 2437.40677966102 2503.71186440678 2511.66101694915 2566.25423728814 2637.69491525424 2616.77966101695 2499.50847457627 1942.33898305085 1920
"91" 91 "aI" "M" 2387 2444.91525423729 2460.79661016949 2403.96610169492 2372.49152542373 2351.18644067797 2341.69491525424 2326.61016949153 2283.8813559322 2218.66101694915 2136
"92" 92 "aI" "M" 2453 2380.45762711864 2344.45762711864 2332.16949152542 2362.47457627119 2367.86440677966 2373.8813559322 2362.47457627119 2334.05084745763 2291.42372881356 2207
"93" 93 "aU" "M" 2510 2505 2508.1186440678 2630.28813559322 2795.59322033898 1882.54237288136 1898.98305084746 2217.84745762712 2457.37288135593 2367.50847457627 2346
"94" 94 "aI" "F" 2971 3009.69491525424 3091.15254237288 3042.66101694915 3101.32203389831 3040.54237288136 3072.94915254237 3018.28813559322 3029.77966101695 3037.38983050847 3068
"95" 95 "aI" "F" 2915 3121.47457627119 3016.38983050847 2908.30508474576 2954.27118644068 2962.77966101695 2901.62711864407 2902.8813559322 2861.76271186441 2761.89830508475 2607
"96" 96 "aI" "F" 2903 2944.81355932203 2955.91525423729 3019.66101694915 3020 3000 2960.67796610169 2940 3038.27118644068 3079.22033898305 3157
"97" 97 "aU" "F" 3186 3127.91525423729 3025.59322033898 2893.05084745763 2864.33898305085 2874.30508474576 2962.81355932203 2829.93220338983 2884.59322033898 2898.22033898305 2695
"98" 98 "aI" "F" 2912 2863.67796610169 2896.81355932203 2898.57627118644 2950.49152542373 2912.81355932203 2911.22033898305 2867.38983050847 2853.13559322034 2915.81355932203 2910
"99" 99 "aI" "F" 2929 3010.22033898305 3084.5593220339 3096.5593220339 3005.22033898305 3109.4406779661 3074.40677966102 3041.71186440678 3005.66101694915 3125.13559322034 3061
"100" 100 "aU" "F" 2927 2963.30508474576 2914.40677966102 2915.94915254237 2977.83050847458 2930.91525423729 3059.54237288136 3008 2999.13559322034 3048.61016949153 3280
"101" 101 "OY" "F" 2685 2762.64406779661 2869.16949152542 2771.32203389831 2660.76271186441 2761.05084745763 2726 2756.1186440678 2759.83050847458 2757.42372881356 2772
"102" 102 "OY" "F" 2821 2897.49152542373 2904.49152542373 2745.76271186441 2752.18644067797 2728.27118644068 2712.69491525424 2763.54237288136 2965.71186440678 2940.40677966102 3223
"103" 103 "aI" "F" 2936 2945.62711864407 2998.57627118644 2982.91525423729 2988.4406779661 2984.49152542373 3028.61016949153 3082.83050847458 3074.28813559322 3115.67796610169 3159
"104" 104 "aU" "F" 3229 3097.28813559322 3075.03389830508 2973.15254237288 2964.86440677966 2962.64406779661 2927.96610169492 2989.15254237288 2959.71186440678 2948.35593220339 3045
"105" 105 "aI" "F" 2886 3115.83050847458 2951.15254237288 2934.8813559322 2879.71186440678 2788.47457627119 2906.4406779661 3082.74576271186 3079.33898305085 2804.83050847458 2820
"106" 106 "OY" "F" 2963 3161.23728813559 3396.10169491525 3199.13559322034 3161.76271186441 2729.83050847458 2729.61016949153 2726.06779661017 2660.83050847458 2542.18644067797 2426
"107" 107 "aI" "F" 3069 3080.15254237288 3048.03389830508 3075.28813559322 3022.03389830508 2999.15254237288 3004.16949152542 3024.98305084746 3038.8813559322 3056.61016949153 3192
"108" 108 "aI" "F" 3146 2869.71186440678 2849.08474576271 2811.28813559322 2830.54237288136 2846.32203389831 2859.5593220339 2907.22033898305 2997.40677966102 3009.28813559322 2698
"109" 109 "aI" "F" 2941 2900.81355932203 3148.69491525424 3233.45762711864 3077.67796610169 3071.57627118644 3114.57627118644 3162.91525423729 3335.81355932203 3268.05084745763 3267
"110" 110 "aI" "F" 3080 2969.52542372881 2973.08474576271 2907.05084745763 3164.5593220339 3067.79661016949 3123.32203389831 3017.23728813559 3036.23728813559 3068.76271186441 3071
"111" 111 "aI" "F" 3015 3094.91525423729 3083.79661016949 3091.05084745763 3089.59322033898 3104.47457627119 3001.72881355932 3152.91525423729 3101.93220338983 3100.62711864407 3115
"112" 112 "aU" "F" 2722 2867.76271186441 2849.23728813559 2822.49152542373 2791.61016949153 2892.81355932203 2832.10169491525 2815.1186440678 2797.67796610169 2920.62711864407 3148
"113" 113 "aU" "F" 3917 2793.59322033898 2847.76271186441 2816.64406779661 2907.16949152542 2912.1186440678 2866.05084745763 2900.4406779661 2940 2897.4219297415 3745
"114" 114 "aI" "F" 2443 3533.67796610169 3268.91525423729 3016.67796610169 2968.33898305085 2889.59322033898 2884.45762711864 2930.08474576271 2898.74576271186 2836.33898305085 2653
"115" 115 "OY" "F" 2975 3023.76271186441 3029.10169491525 2668.1186440678 2643.45762711864 2820.45762711864 2770.66101694915 2695.93220338983 2575.83050847458 2529.93220338983 2494
"116" 116 "aI" "F" 2932 2938.23728813559 2902 3183.81355932203 2891.79661016949 2970.64406779661 3341.10169491525 3203.47457627119 3059.13559322034 3097.33898305085 3156
"117" 117 "aI" "F" 3069 3078.72881355932 3018.89830508475 2818.50847457627 2847.71186440678 2849.69491525424 2841.91525423729 2892.8813559322 2841.10169491525 2956.96610169492 2808
"118" 118 "aI" "F" 3032 3192.81355932203 3191 3430.5593220339 3337.89830508475 3109.57627118644 3112.74576271186 2968.05084745763 2961.8813559322 2999.77966101695 3152
"119" 119 "aI" "F" 2774 2805.59322033898 2874.86440677966 2748.67796610169 2965.5593220339 2972.03389830508 2991.06779661017 3136.54237288136 3241.74576271186 3372.4406779661 3276
"120" 120 "aI" "F" 3024 2877.83050847458 2888.35593220339 2894.86440677966 2904.4406779661 2911.37288135593 2947.33898305085 2932.22033898305 2934.49152542373 2950.71186440678 2910
"121" 121 "aU" "F" 3086 3065.25423728814 3044.50847457627 2998.98305084746 3026.96610169492 2841.45762711864 2831.15254237288 2955.08474576271 3187.40677966102 3037.23728813559 3375
"122" 122 "OY" "F" 2973 2992.23728813559 2854.38983050847 2711.8813559322 2703.23728813559 2720.38983050847 2779.79661016949 2838.25423728814 2901.32203389831 3001.74576271186 2950
"123" 123 "aU" "F" 2922 2909.35593220339 2778.96610169492 2759.47457627119 2823.62711864407 2896.35593220339 2910.91525423729 2940.86440677966 2995.67796610169 2939.61016949153 3560
"124" 124 "aI" "F" 2787 2806.64406779661 2856.03389830508 2920.77966101695 2877.28813559322 2956.66101694915 2998.20338983051 2885.64406779661 2961.23728813559 2751.38983050847 2676
"125" 125 "aI" "F" 2985 2979.23728813559 2961.57627118644 2987.89830508475 2963.47457627119 3200.66101694915 3234.28813559322 3092.38983050847 3058.5593220339 3184.08474576271 3271
"126" 126 "OY" "F" 2889 2852.28813559322 2878.8813559322 2793.61016949153 2819.84745762712 3646.67796610169 3408.74576271186 3671.64406779661 2738.49152542373 3427.54237288136 2943
"127" 127 "aI" "F" 3025 3104.25423728814 3071.40677966102 3102.81355932203 3128.59322033898 3160.35593220339 3173.10169491525 3168.16949152542 3123.25423728814 3047.05084745763 3060
"128" 128 "aI" "F" 3067 2836.16949152542 2883.35593220339 2787.42372881356 2874.05084745763 2868.54237288136 2880.16949152542 2944.38983050847 2866.83050847458 2966.5593220339 2838
"129" 129 "aI" "F" 2750 2990.52542372881 2942.42372881356 2924.54237288136 2981.8813559322 2960.52542372881 2913.69491525424 3035.93220338983 3126.08474576271 3663.22033898305 3681
"130" 130 "aI" "F" 3042 3052.72881355932 3088.5593220339 3273.50847457627 3301.15254237288 3064.38983050847 3092.54237288136 3077.59322033898 2970.49152542373 2858.72881355932 2787
"131" 131 "aI" "F" 2963 3080.59322033898 3028.8813559322 3347.96610169492 3027.33898305085 2981.67796610169 2905.94915254237 2942.35593220339 2961.05084745763 2963.72881355932 3086
"132" 132 "aI" "F" 2271 3329.8813559322 3381.03389830508 3488.33898305085 3014.32203389831 3107.33898305085 3494.83050847458 3554.49152542373 3226.01694915254 3066.5593220339 3026
"133" 133 "aI" "F" 3129 3003.81355932203 2767.84745762712 2911.89830508475 3117.03389830508 3185.15254237288 3242.93220338983 3191.76271186441 3128.74576271186 3058.49152542373 3296
"134" 134 "aU" "F" 3034 2999.79661016949 2977.54237288136 2933.05084745763 2866.23728813559 3149.40677966102 3046.71186440678 3029.62711864407 3048.35593220339 3063.45762711864 3332
"135" 135 "aI" "F" 2908 2949.32203389831 2928.06779661017 2915.57627118644 2853.10169491525 2845.62711864407 2873.86440677966 2834.25423728814 2893.93220338983 2895.33898305085 3481
"136" 136 "aI" "F" 3022 2992.1186440678 2994.45762711864 2916.23728813559 3107.23728813559 3178.47457627119 3235.64406779661 3110.52542372881 3194.64406779661 3325.47457627119 3469
"137" 137 "OY" "F" 2933 2725.54237288136 3593.93220338983 2662.22033898305 2690.5593220339 2337.83050847458 2687.30508474576 2816.8621206149 2821.30508474576 2869.37288135593 3097
"138" 138 "aI" "F" 3074 3014.96610169492 2914.76271186441 2782.77966101695 2822.91525423729 2886.64406779661 2910.71186440678 2891.89830508475 3109.61016949153 3156.96610169492 3018
"139" 139 "aI" "F" 2891 2884.79661016949 2901.22033898305 2874.74576271186 2908.5593220339 2904.64406779661 3184.93220338983 3262.45762711864 3313.57627118644 3225.35593220339 3327
"140" 140 "aU" "F" 3133 3045.54237288136 3081.76271186441 3001.86440677966 2974.8813559322 2950.1186440678 2969.72881355932 3016.49152542373 3064.96610169492 3220.94915254237 3441
"141" 141 "aI" "F" 3228 3105.93220338983 2983.25423728814 3095.62711864407 3036.45762711864 3072.64406779661 3238.25423728814 2918.5593220339 3129.1186440678 3237.67796610169 3277
"142" 142 "aI" "F" 3005 2954.01694915254 2936.10169491525 2958.57627118644 3016.18644067797 3215.8813559322 3042.16949152542 3110.06779661017 3194.13559322034 3328.72881355932 3150
"143" 143 "aI" "F" 3097 3115.61016949153 3004.49152542373 3227.52542372881 3000.67796610169 3106.45762711864 3077.49152542373 3033.79661016949 3043.98305084746 3251.33898305085 3436
"144" 144 "aI" "F" 3154 3133.08474576271 3158.59322033898 3022.47457627119 2998.28813559322 2967.33898305085 2976.93220338983 3060.13559322034 3061.69491525424 3102.25423728814 3125
"145" 145 "aU" "F" 2749 2780.98305084746 2887.28813559322 2884.37288135593 2925.30508474576 2894.64406779661 2942.57627118644 2621.06779661017 2922.30508474576 2896.35593220339 2727
"146" 146 "aI" "F" 2999 2996.62711864407 3011.13559322034 3027.50847457627 3061.08474576271 3082.15254237288 3061.57627118644 3054.40677966102 3072.67796610169 3093.1186440678 3028
"147" 147 "aU" "F" 3086 3079.38983050847 3007.76271186441 2997.69491525424 2997.01694915254 3029.23728813559 2961.27118644068 2943.62711864407 2824.64406779661 2966.54237288136 3560
"148" 148 "aI" "F" 3029 3373.37288135593 3012.49152542373 2979.84745762712 2909.25423728814 2876.76271186441 2870.47457627119 2896.8813559322 2913.81355932203 2979.66101694915 3138
"149" 149 "aI" "F" 2747 2964.59322033898 2899.16949152542 2878.03389830508 2894.81355932203 2878.08474576271 2923.71186440678 2911.69491525424 2967.84745762712 3022.74576271186 3013
"150" 150 "aI" "F" 3026 2956.96610169492 2873.40677966102 2816.45762711864 2794.59322033898 2887.37288135593 2998 2962.35593220339 2978.4406779661 3046.28813559322 3722
"151" 151 "aI" "F" 2870 2730.37288135593 2977.66101694915 2955.06779661017 2994.33898305085 2958.79661016949 2973.25423728814 3026.71186440678 3033.77966101695 3026.28813559322 2964
