"sample" "diphtong" "speaker" "T1_0%" "T1_10%" "T1_20%" "T1_30%" "T1_40%" "T1_50%" "T1_60%" "T1_70%" "T1_80%" "T1_90%" "T1_100%"
"63" 63 "aU" "M" 478 514.71186440678 520.949152542373 526.135593220339 535.847457627119 526.627118644068 513.033898305085 502.372881355932 452.152542372881 245.949152542373 530.605504587156
"64" 64 "aI" "M" 479 546.338983050847 571.152542372881 566.271186440678 557.28813559322 556.169491525424 548.474576271186 531.728813559322 511.28813559322 500.796610169492 453
"65" 65 "aU" "M" 459 494.084745762712 553.338983050847 565.050847457627 562.508474576271 577.28813559322 576.169491525424 561.813559322034 507.966101694915 448.932203389831 316
"66" 66 "aU" "M" 569 625.050847457627 643.033898305085 664.067796610169 661.338983050847 624.694915254237 604.389830508475 593.796610169491 539.559322033898 553.372881355932 250
"67" 67 "aI" "M" 467 532.101694915254 575.949152542373 595.71186440678 606.949152542373 594.864406779661 562.64406779661 518.949152542373 486.864406779661 308.457627118644 207
"68" 68 "aI" "M" 476 534.898305084746 548.457627118644 577.423728813559 561.322033898305 560.084745762712 541.237288135593 521.864406779661 495.983050847458 470.779661016949 415
"69" 69 "aI" "M" 512 636.949152542373 705.338983050847 726.64406779661 725 693.508474576271 639.050847457627 606.813559322034 564.864406779661 484.220338983051 369
"70" 70 "aI" "M" 522 645.338983050847 661 662.796610169491 677.474576271186 632.949152542373 589.71186440678 521.830508474576 445.949152542373 419.28813559322 335
"71" 71 "aI" "M" 531 589.983050847458 619.898305084746 621.576271186441 596.71186440678 556.084745762712 507.677966101695 465.084745762712 458.28813559322 378.64406779661 170
"72" 72 "aI" "M" 542 630.101694915254 704.254237288136 705.457627118644 656.949152542373 598.305084745763 512.169491525424 434.576271186441 348.661016949153 307.372881355932 267
"73" 73 "OY" "M" 450 522.118644067797 566.593220338983 566.627118644068 665.728813559322 622.966101694915 629.593220338983 576.983050847458 547.593220338983 486.067796610169 375
"74" 74 "aU" "M" 647 600.576271186441 608.016949152542 604.525423728814 587.169491525424 555.983050847458 524.406779661017 469.254237288136 452 417.627118644068 323
"75" 75 "aI" "M" 685 735.169491525424 751.067796610169 746.305084745763 762.372881355932 701.372881355932 617.084745762712 552.796610169491 531 504.118644067797 409
"76" 76 "aU" "M" 484 518.423728813559 549.135593220339 570.152542372881 585.35593220339 586.694915254237 585.627118644068 535.830508474576 456.64406779661 409.491525423729 356
"77" 77 "OY" "M" 438 551.932203389831 581.254237288136 596.016949152542 596.813559322034 569.898305084746 525.220338983051 486.474576271186 364.864406779661 169.491525423729 156
"78" 78 "aI" "M" 632 641.322033898305 644.677966101695 633.745762711864 614.016949152542 541.474576271186 466.627118644068 440.864406779661 425.610169491525 450.525423728814 424
"79" 79 "aU" "M" 466 520.423728813559 566.881355932203 598.898305084746 611.966101694915 590.796610169491 566.677966101695 537.35593220339 484.847457627119 454.440677966102 364
"80" 80 "aU" "M" 642 611.237288135593 604.406779661017 582.728813559322 546.305084745763 525.016949152542 509.457627118644 473.864406779661 425.237288135593 383.661016949153 272
"81" 81 "aI" "M" 484 545.237288135593 597.593220338983 671.389830508475 692.169491525424 648.016949152542 583.152542372881 523.576271186441 444.06779661017 293.508474576271 246
"82" 82 "aI" "M" 487 540.372881355932 572.559322033898 573.610169491525 559.338983050847 557.949152542373 559.661016949153 537.694915254237 509.305084745763 450.305084745763 410
"83" 83 "aI" "M" 707 719.101694915254 707.745762711864 718.932203389831 708.28813559322 696.440677966102 643.796610169491 623.779661016949 579.915254237288 507.525423728814 419
"84" 84 "OY" "M" 460 468.474576271186 480 488.677966101695 510.610169491525 505.406779661017 496.661016949153 479.474576271186 456.491525423729 434.728813559322 422
"85" 85 "aI" "M" 579 662.169491525424 679.728813559322 675.186440677966 666.118644067797 631.050847457627 542.389830508475 501.423728813559 392.322033898305 279.830508474576 215
"86" 86 "aI" "M" 606 721.084745762712 770.949152542373 773.372881355932 699.389830508475 594.762711864407 480.135593220339 352.627118644068 327.372881355932 305.067796610169 227
"87" 87 "OY" "M" 452 565.728813559322 594.254237288136 605.135593220339 615.508474576271 612.864406779661 603.474576271186 567.881355932203 483.898305084746 438.322033898305 326
"88" 88 "aU" "M" 656 686.983050847458 698.593220338983 682.35593220339 655.186440677966 642.983050847458 635.389830508475 613.016949152542 560.661016949153 443.457627118644 331
"89" 89 "aI" "M" 508 576.372881355932 622.610169491525 648.169491525424 658.271186440678 643.067796610169 610.35593220339 554.661016949153 495.101694915254 451.423728813559 404
"90" 90 "aU" "M" 493 543.457627118644 552.322033898305 583.491525423729 601.491525423729 589.830508474576 557.779661016949 532.610169491525 485.779661016949 441.457627118644 409
"91" 91 "aI" "M" 504 558.593220338983 609.254237288136 640.559322033898 613.491525423729 581.118644067797 527.237288135593 499.627118644068 484.694915254237 467.949152542373 408
"92" 92 "aI" "M" 540 571.033898305085 602.745762711864 607.932203389831 612.915254237288 587.338983050847 551.677966101695 514.474576271186 486.881355932203 457.932203389831 429
"93" 93 "aU" "M" 550 656.254237288136 648.254237288136 570.881355932203 481.745762711864 445.983050847458 386.813559322034 359.779661016949 354.813559322034 363.28813559322 377
"94" 94 "aI" "F" 596 865.186440677966 929.898305084746 890.35593220339 869.050847457627 680.542372881356 620.762711864407 553.593220338983 415.525423728814 300.101694915254 244
"95" 95 "aI" "F" 485 576.474576271186 799.389830508474 466.118644067797 422.830508474576 556.610169491525 536.830508474576 496.915254237288 456.864406779661 394.016949152542 251
"96" 96 "aI" "F" 366 607.118644067797 660 640.338983050847 640 643.050847457627 569.745762711864 510.627118644068 406.915254237288 311.118644067796 244
"97" 97 "aU" "F" 475 498.881355932203 471.745762711864 479.661016949153 489.440677966102 478.271186440678 433.271186440678 378.389830508475 362.220338983051 355.762711864407 323
"98" 98 "aI" "F" 720 700 736.118644067797 546.898305084746 636.186440677966 492.28813559322 491.474576271186 423.830508474576 399.016949152542 347.508474576271 304
"99" 99 "aI" "F" 565 695.966101694915 793.28813559322 710.389830508475 736.508474576271 567.457627118644 617.525423728814 587.203389830508 554.830508474576 417.847457627118 344
"100" 100 "aU" "F" 340 440 455.016949152542 454.881355932203 483.610169491525 377.593220338983 326.305084745763 313.881355932203 325 301.71186440678 240
"101" 101 "OY" "F" 271 370.559322033898 454.593220338983 479.389830508475 486.949152542373 445.474576271186 418.796610169491 388.305084745763 343 392.203389830508 467
"102" 102 "OY" "F" 306 371.389830508475 411.474576271186 425.35593220339 439.237288135593 444.779661016949 450.35593220339 476.322033898305 471.203389830509 333.016949152542 276
"103" 103 "aI" "F" 641 885.779661016949 807.372881355932 697.71186440678 510.593220338983 374.932203389831 337.28813559322 308.610169491525 288.322033898305 274.915254237288 254
"104" 104 "aU" "F" 642 794.322033898305 813.64406779661 785.64406779661 701.779661016949 719.28813559322 641.745762711864 536.152542372881 466.35593220339 364.084745762712 276
"105" 105 "aI" "F" 600 673.28813559322 767.135593220339 772.559322033898 725.474576271186 675.440677966102 463.033898305085 452.610169491525 394.949152542373 381.966101694915 356
"106" 106 "OY" "F" 406 398.152542372881 398.864406779661 385 395.830508474576 385.186440677966 373.338983050847 362.389830508475 340.677966101695 315.271186440678 262
"107" 107 "aI" "F" 492 614.237288135593 584.694915254237 369.203389830508 318.661016949153 330.237288135593 333.745762711864 344.271186440678 346.169491525424 312.220338983051 281
"108" 108 "aI" "F" 625 781.983050847458 773.457627118644 864.576271186441 760.915254237288 682.389830508475 603 555.28813559322 548.067796610169 480.423728813559 326
"109" 109 "aI" "F" 395 699.661016949153 858.64406779661 820 741.35593220339 563.389830508475 490.169491525423 402.372881355932 322.71186440678 273.830508474576 256
"110" 110 "aI" "F" 580 645.084745762712 700 740 740 740 740 740 678.64406779661 456.949152542373 320
"111" 111 "aI" "F" 332 517.847457627119 633.457627118644 811.033898305085 900 920 940 940 940 927.457627118644 920
"112" 112 "aU" "F" 395 597.932203389831 518.084745762712 459.305084745763 419.169491525424 417.28813559322 410.508474576271 403.796610169492 393.033898305085 342.135593220339 190
"113" 113 "aU" "F" 400 440 440 480.796610169492 512.559322033898 470.728813559322 419.474576271186 391.169491525424 360.627118644068 397.610169491526 395
"114" 114 "aI" "F" 560 665.423728813559 770.847457627119 840 870.847457627119 852.881355932203 742.576271186441 640.525423728814 434.322033898305 367.016949152542 295
"115" 115 "OY" "F" 391 483.016949152542 493.474576271186 478.423728813559 463.71186440678 472.813559322034 476.932203389831 462.457627118644 389.71186440678 327.64406779661 312
"116" 116 "aI" "F" 498 636.949152542373 676.830508474576 696.118644067797 700.322033898305 649.338983050847 612.135593220339 490.966101694915 373.508474576271 364.559322033898 339
"117" 117 "aI" "F" 522 619 799.254237288136 821.406779661017 749.389830508475 684.677966101695 621.881355932203 575.016949152542 461.559322033898 418.033898305085 321
"118" 118 "aI" "F" 900 900 890.508474576271 880 861.016949152542 860 831.525423728814 786.779661016949 780 780 780
"119" 119 "aI" "F" 1060 1031.18644067797 982.372881355932 887.118644067797 769.491525423729 715.35593220339 561.322033898305 462.237288135593 429.135593220339 382.338983050847 324
"120" 120 "aI" "F" 500 602.338983050847 705.932203389831 716.508474576271 622.762711864407 458.64406779661 335.457627118644 271.508474576271 269.118644067797 247.898305084746 433
"121" 121 "aU" "F" 410 511.271186440678 796.457627118644 880.322033898305 870.237288135593 459.661016949152 438.491525423729 458.661016949153 473.508474576271 339.474576271186 249
"122" 122 "OY" "F" 317 429.983050847458 494.796610169492 485.610169491525 508.508474576271 476.694915254237 492.576271186441 492.71186440678 475.084745762712 386.813559322034 278
"123" 123 "aU" "F" 568 616.949152542373 594.779661016949 575.389830508475 565.186440677966 532.677966101695 487.864406779661 475.576271186441 450.491525423729 355.06779661017 275
"124" 124 "aI" "F" 700 729.152542372881 760 807.457627118644 820 720 666.101694915254 574.71186440678 489.694915254237 312.983050847458 251
"125" 125 "aI" "F" 538 626.203389830509 693.118644067797 711.28813559322 718 671.305084745763 564.932203389831 573.627118644068 538.593220338983 410.661016949152 265
"126" 126 "OY" "F" 388 448.864406779661 441.372881355932 508.135593220339 552.71186440678 543.627118644068 477.932203389831 364.932203389831 346.203389830509 278.118644067797 240
"127" 127 "aI" "F" 532 719.525423728814 802.338983050847 803.220338983051 740.322033898305 634.28813559322 619.93220338983 569.423728813559 549.322033898305 447.203389830508 291
"128" 128 "aI" "F" 592 749.559322033898 852.186440677966 746.932203389831 707.016949152542 608.067796610169 522.830508474576 498.966101694915 410.237288135593 298.677966101695 226
"129" 129 "aI" "F" 430 601.423728813559 728.118644067797 787.152542372881 777.203389830509 748 686.101694915254 626.389830508475 576.152542372881 370.71186440678 323
"130" 130 "aI" "F" 548 610.966101694915 787.796610169492 850.440677966102 773.237288135593 767.033898305085 714.372881355932 618.983050847458 555.796610169491 302.050847457627 257
"131" 131 "aI" "F" 420 715.932203389831 877.28813559322 880 862.71186440678 840 691.949152542373 526.271186440678 464.322033898305 489.220338983051 356
"132" 132 "aI" "F" 292 780.169491525424 840.372881355932 868.949152542373 806.745762711864 738.542372881356 644.033898305085 632.237288135593 582.237288135593 505.898305084746 311
"133" 133 "aI" "F" 535 965.898305084746 1000.32203389831 946.559322033898 810.610169491525 753.830508474576 644.254237288136 511.779661016949 485.389830508475 468.050847457627 390
"134" 134 "aU" "F" 501 614.627118644068 668.372881355932 696.779661016949 660.186440677966 650.64406779661 619.813559322034 577.898305084746 529.847457627119 444.983050847458 271
"135" 135 "aI" "F" 627 748.491525423729 805.542372881356 887.576271186441 840.762711864407 736.254237288136 679.423728813559 584.457627118644 539.830508474576 510.677966101695 457
"136" 136 "aI" "F" 579 698.220338983051 830.864406779661 828.135593220339 822.389830508475 793.932203389831 726.254237288136 650.474576271186 640.71186440678 564.949152542373 306
"137" 137 "OY" "F" 405 467.389830508475 579.067796610169 500.28813559322 528.067796610169 474.271186440678 406.525423728814 359.762711864407 310.254237288136 281 275
"138" 138 "aI" "F" 780 907.457627118644 980 980 980 901.966101694915 666.118644067797 557.322033898305 466.559322033898 373.440677966102 274
"139" 139 "aI" "F" 508 597.881355932203 511.474576271186 613.847457627119 493.35593220339 412.101694915254 377.983050847458 369.813559322034 362.186440677966 352.864406779661 336
"140" 140 "aU" "F" 520 589.152542372881 698.305084745763 700 683.389830508475 640 573.152542372881 501.338983050847 363.389830508475 320 320
"141" 141 "aI" "F" 614 706.033898305085 815.661016949153 740.64406779661 648.135593220339 666.983050847458 622.881355932203 479.338983050847 461.983050847458 451.033898305085 283
"142" 142 "aI" "F" 501 684.881355932203 808.932203389831 868.338983050847 853.35593220339 659.423728813559 465.525423728814 499.71186440678 501.864406779661 467.118644067797 288
"143" 143 "aI" "F" 605 735.491525423729 836.118644067797 882.71186440678 717 611.101694915254 538.169491525424 427.508474576271 460.694915254237 429.966101694915 294
"144" 144 "aI" "F" 950 871.305084745763 812.491525423729 618.627118644068 385.389830508475 368 375.983050847458 362 354.440677966102 340.237288135593 320
"145" 145 "aU" "F" 500 520 520 500 480 468.474576271186 370.169491525424 338.983050847458 327.661016949153 341.525423728814 353
"146" 146 "aI" "F" 482 623.966101694915 726.847457627119 816.983050847458 835.169491525424 792.508474576271 739.864406779661 698.050847457627 645.389830508474 421.016949152542 329
"147" 147 "aU" "F" 600 680 680 600.457627118644 527.457627118644 476.542372881356 482 466.203389830508 421.322033898305 327.220338983051 280
"148" 148 "aI" "F" 1020 940.677966101695 880.677966101695 741.016949152542 645.084745762712 549.101694915254 424.71186440678 406.338983050847 359.677966101695 314.28813559322 253
"149" 149 "aI" "F" 589 699.593220338983 753.016949152542 924.457627118644 902.406779661017 866.186440677966 750.322033898305 680.101694915254 618.271186440678 537.915254237288 471
"150" 150 "aI" "F" 815 847.254237288136 882.610169491525 913.779661016949 888.728813559322 758.508474576271 703.372881355932 630.440677966102 549.559322033898 402.847457627119 333
"151" 151 "aI" "F" 560 717.966101694915 817.966101694915 891.559322033898 856.864406779661 794.847457627119 748.271186440678 662.949152542373 442.254237288136 339.271186440678 287
"152" 152 "OY" "F" 431 509.830508474576 521.813559322034 493 506.677966101695 635.101694915254 600.64406779661 474.406779661017 461.898305084746 352.610169491525 322
"153" 153 "aI" "F" 563 810.406779661017 860.118644067797 859.101694915254 816.457627118644 773.542372881356 733.830508474576 697.576271186441 675.118644067797 627.813559322034 442
"154" 154 "aI" "F" 515 688.135593220339 739 867.915254237288 748.101694915254 697.322033898305 537.610169491525 422.661016949153 403.796610169491 274.237288135593 220
"155" 155 "aU" "F" 539 621.457627118644 611.966101694915 526.508474576271 457.745762711864 416.271186440678 397 380.898305084746 399.254237288136 323.779661016949 509.61312849162
"156" 156 "aU" "F" 560 711.050847457627 758.440677966102 747.28813559322 696.627118644068 598.101694915254 600.762711864407 560.847457627119 436.016949152542 345.203389830509 271
"157" 157 "aI" "F" 776 867.169491525424 893.152542372881 884.152542372881 841.169491525424 773.152542372881 725.949152542373 670.491525423729 595.864406779661 468.220338983051 381
"158" 158 "aU" "F" 638 801.135593220339 709.084745762712 601.949152542373 533.220338983051 508.796610169491 410.254237288136 375.71186440678 356.118644067797 328.101694915254 296
"159" 159 "aU" "F" 715 772.186440677966 666.762711864407 648.084745762712 546.847457627119 478.06779661017 418.423728813559 409.762711864407 423.457627118644 391.542372881356 288
"160" 160 "aI" "F" 478 813.559322033898 948.474576271186 1000.45762711864 906.389830508475 723.35593220339 513.677966101695 485.423728813559 488.457627118644 348.135593220339 305
"161" 161 "aI" "F" 776 848.322033898305 825.474576271186 761.050847457627 583.898305084746 476.457627118644 382.169491525424 365.847457627119 376.152542372881 299.745762711864 254
"162" 162 "aI" "F" 687 846.983050847458 876.966101694915 902 884.372881355932 842.118644067797 729.322033898305 648.593220338983 512.067796610169 459.305084745763 425
"163" 163 "aI" "F" 663 742.271186440678 777.576271186441 809.406779661017 796.93220338983 693.559322033898 615.220338983051 545.135593220339 449.64406779661 410.576271186441 337
"164" 164 "aI" "F" 631 798.830508474576 864.627118644068 852.372881355932 803.864406779661 706.508474576271 565.491525423729 480.135593220339 313.169491525424 314.949152542373 299
"165" 165 "aI" "F" 670 738.186440677966 688.949152542373 904.677966101695 897.084745762712 751.457627118644 657.016949152542 516.576271186441 476.152542372881 320.525423728814 281
"166" 166 "OY" "F" 567 586.050847457627 542.898305084746 581.813559322034 659.338983050847 588.627118644068 488.677966101695 428.627118644068 415 435.64406779661 419
"167" 167 "aU" "F" 480 580 580 561.169491525424 494.033898305085 494.813559322034 454.084745762712 413.135593220339 367.033898305085 339.220338983051 313
"168" 168 "aI" "F" 740 914.576271186441 956.152542372881 906.474576271186 878.542372881356 840 811.593220338983 628.983050847458 455.457627118644 382.728813559322 280
"169" 169 "aU" "F" 659 777.338983050847 825.864406779661 855.406779661017 786.118644067797 675.220338983051 435.389830508475 330.694915254237 302.305084745763 267.033898305085 244
"170" 170 "OY" "F" 425 518.118644067797 514.35593220339 513.35593220339 534.372881355932 554.779661016949 497.186440677966 396.694915254237 352.305084745763 282.186440677966 252
"171" 171 "aI" "F" 830 892.305084745763 924.389830508475 894.135593220339 867.576271186441 771.661016949153 704.169491525424 660.661016949153 565.610169491526 387.610169491526 294
"172" 172 "aU" "F" 588 691.542372881356 707.813559322034 661.508474576271 553.847457627119 516.152542372881 433.203389830508 434.508474576271 418.983050847458 375.762711864407 335
"173" 173 "aU" "F" 828 802.627118644068 668 565.101694915254 511.728813559322 440.932203389831 418.084745762712 420.423728813559 425.372881355932 408 340
"174" 174 "aI" "F" 449 607.64406779661 732.186440677966 806.389830508475 878.576271186441 840.966101694915 726.610169491525 639.169491525424 539.423728813559 413.42372881356 315
"175" 175 "aI" "F" 517 677.271186440678 753.881355932203 795.508474576271 830.661016949153 798.796610169491 765.627118644068 721.830508474576 653.338983050847 565.542372881356 373
"176" 176 "aI" "F" 931 1012.59322033898 930.559322033898 850.593220338983 814.220338983051 807.033898305085 763.491525423729 698.949152542373 422.559322033898 329.949152542373 283
