"smpl" "percentage" "T1" "T2" "T3" "T4"
"50" 1 83.05 530.745762711864 1690.23728813559 2497.01694915254 3394.1186440678
"51" 1 84.75 526.271186440678 1698.4406779661 2491.59322033898 3290.25423728813
"52" 1 86.44 521.796610169491 1706.16949152542 2486.30508474576 3164.5593220339
"53" 1 88.14 516.71186440678 1711.45762711864 2479.79661016949 3062.66101694915
"54" 1 89.83 510.610169491525 1712.67796610169 2471.25423728814 3000.42372881356
"55" 1 91.53 504.508474576271 1713.89830508475 2462.71186440678 2938.18644067797
"56" 1 93.22 487.966101694915 1703.93220338983 2444.47457627119 2901.30508474576
"57" 1 94.92 470.474576271186 1692.94915254237 2425.35593220339 2866.72881355932
"58" 1 96.61 437.135593220339 1669.28813559322 2413.69491525424 2980.93220338983
"59" 1 98.31 385.067796610169 1630.64406779661 2410.84745762712 3270.96610169492
"60" 1 100 333 1592 2408 3561
"61" 2 0 524 1250 2436 3500
"62" 2 1.69 530.627118644068 1239.47457627119 2455.49152542373 3504.28813559322
"63" 2 3.39 537.254237288136 1228.94915254237 2474.98305084746 3508.57627118644
"64" 2 5.08 544.220338983051 1222.49152542373 2486.84745762712 3509.81355932203
"65" 2 6.78 551.627118644068 1221.32203389831 2488.79661016949 3507.08474576271
"66" 2 8.47 559.033898305085 1220.15254237288 2490.74576271186 3504.35593220339
"67" 2 10.17 567.457627118644 1218.98305084746 2493.71186440678 3502.64406779661
"68" 2 11.86 576.033898305085 1217.81355932203 2496.83050847458 3501.08474576271
"69" 2 13.56 585.203389830509 1217.59322033898 2500.42372881356 3500.47457627119
"70" 2 15.25 595.728813559322 1219.54237288136 2505.10169491525 3502.03389830508
"71" 2 16.95 606.254237288136 1221.49152542373 2509.77966101695 3503.59322033898
"72" 2 18.64 611.593220338983 1219.98305084746 2511.57627118644 3510.62711864407
"73" 2 20.34 615.101694915254 1217.25423728814 2512.35593220339 3519.59322033898
"74" 2 22.03 618.406779661017 1215.40677966102 2513.06779661017 3526.52542372881
"75" 2 23.73 620.745762711864 1217.74576271186 2513.45762711864 3523.79661016949
"76" 2 25.42 623.084745762712 1220.08474576271 2513.84745762712 3521.06779661017
"77" 2 27.12 625.186440677966 1223.37288135593 2511.62711864407 3521.18644067797
"78" 2 28.81 627.135593220339 1227.27118644068 2507.72881355932 3523.13559322034
"79" 2 30.51 629.203389830509 1231.18644067797 2503.64406779661 3525.27118644068
"80" 2 32.2 633.881355932203 1235.47457627119 2495.45762711864 3531.50847457627
"81" 2 33.9 638.559322033898 1239.76271186441 2487.27118644068 3537.74576271186
"82" 2 35.59 642.677966101695 1244.79661016949 2482.06779661017 3541.74576271186
"83" 2 37.29 646.186440677966 1250.64406779661 2480.1186440678 3543.30508474576
"84" 2 38.98 649.694915254237 1256.49152542373 2478.16949152542 3544.86440677966
"85" 2 40.68 653.915254237288 1260.20338983051 2477.64406779661 3551.05084745763
"86" 2 42.37 658.203389830509 1263.71186440678 2477.25423728814 3557.67796610169
"87" 2 44.07 662.35593220339 1266.27118644068 2478.49152542373 3562.81355932203
"88" 2 45.76 666.254237288136 1267.05084745763 2482.77966101695 3565.15254237288
"89" 2 47.46 670.152542372881 1267.83050847458 2487.06779661017 3567.49152542373
"90" 2 49.15 675.271186440678 1272.8813559322 2490.4406779661 3572.27118644068
"91" 2 50.85 680.728813559322 1279.1186440678 2493.5593220339 3577.72881355932
"92" 2 52.54 687.203389830509 1287.13559322034 2493.1186440678 3584.62711864407
"93" 2 54.24 697.338983050847 1301.5593220339 2479.86440677966 3596.71186440678
"94" 2 55.93 707.474576271186 1315.98305084746 2466.61016949153 3608.79661016949
"95" 2 57.63 713.033898305085 1329.38983050847 2455.38983050847 3476.22033898305
"96" 2 59.32 716.152542372881 1342.25423728814 2445.25423728814 3266.49152542373
"97" 2 61.02 719.033898305085 1355.66101694915 2434.98305084746 3074.1186440678
"98" 2 62.71 719.423728813559 1374.76271186441 2423.28813559322 3063.98305084746
"99" 2 64.41 719.813559322034 1393.86440677966 2411.59322033898 3053.84745762712
"100" 2 66.1 717.152542372881 1405.4406779661 2405.18644067797 3061
"101" 2 67.8 711.694915254237 1410.1186440678 2403.62711864407 3084
"102" 2 69.49 706.237288135593 1414.79661016949 2402.06779661017 3107
"103" 2 71.19 694.067796610169 1420.96610169492 2402.74576271186 3204.57627118644
"104" 2 72.88 681.593220338983 1427.20338983051 2403.52542372881 3305.54237288136
"105" 2 74.58 667.745762711864 1435.57627118644 2401.71186440678 3364.10169491525
"106" 2 76.27 651.762711864407 1447.27118644068 2395.86440677966 3356.69491525424
"107" 2 77.97 635.779661016949 1458.96610169492 2390.01694915254 3349.28813559322
"108" 2 79.66 612.067796610169 1475.81355932203 2377.40677966102 3257.50847457627
"109" 2 81.36 586.728813559322 1493.74576271186 2363.37288135593 3147.96610169492
"110" 2 83.05 565.762711864407 1507.20338983051 2348.83050847458 3060.38983050847
"111" 2 84.75 557.186440677966 1507.98305084746 2332.84745762712 3035.05084745763
"112" 2 86.44 548.610169491525 1508.76271186441 2316.86440677966 3009.71186440678
"113" 2 88.14 546 1509.54237288136 2309.01694915254 3000.91525423729
"114" 2 89.83 546 1510.32203389831 2304.72881355932 2999.35593220339
"115" 2 91.53 545.64406779661 1511.20338983051 2300.38983050847 2998.45762711864
"116" 2 93.22 542.915254237288 1512.76271186441 2295.71186440678 3001.96610169492
"117" 2 94.92 540.186440677966 1514.32203389831 2291.03389830508 3005.47457627119
"118" 2 96.61 523.796610169491 1512.13559322034 2287.67796610169 3009.86440677966
"119" 2 98.31 496.898305084746 1507.06779661017 2285.33898305085 3014.93220338983
"120" 2 100 470 1502 2283 3020
"121" 3 0 545 1159 2437 3389
"122" 3 1.69 560.593220338983 1166.79661016949 2429.59322033898 3390.5593220339
"123" 3 3.39 576.186440677966 1174.59322033898 2422.18644067797 3392.1186440678
"124" 3 5.08 589.237288135593 1183.91525423729 2416.81355932203 3394.01694915254
"125" 3 6.78 598.983050847458 1195.22033898305 2414.08474576271 3396.35593220339
"126" 3 8.47 608.728813559322 1206.52542372881 2411.35593220339 3398.69491525424
"127" 3 10.17 616.440677966102 1223.25423728814 2413.03389830508 3407.47457627119
"128" 3 11.86 623.847457627119 1240.79661016949 2415.37288135593 3417.22033898305
"129" 3 13.56 631.610169491525 1256.91525423729 2417.59322033898 3425.54237288136
"130" 3 15.25 640.186440677966 1269.77966101695 2419.54237288136 3430.61016949153
"131" 3 16.95 648.762711864407 1282.64406779661 2421.49152542373 3435.67796610169
"132" 3 18.64 652.728813559322 1289.74576271186 2422 3436.42372881356
"133" 3 20.34 655.067796610169 1294.81355932203 2422 3435.64406779661
"134" 3 22.03 656.728813559322 1299.81355932203 2422 3435.8813559322
"135" 3 23.73 655.169491525424 1304.49152542373 2422 3440.94915254237
"136" 3 25.42 653.610169491525 1309.16949152542 2422 3446.01694915254
"137" 3 27.12 650.627118644068 1315.03389830508 2423.18644067797 3469.1186440678
"138" 3 28.81 646.728813559322 1321.66101694915 2425.13559322034 3503.81355932203
"139" 3 30.51 643.033898305085 1328.37288135593 2427.1186440678 3537.98305084746
"140" 3 32.2 643.813559322034 1336.94915254237 2429.84745762712 3560.59322033898
"141" 3 33.9 644.593220338983 1345.52542372881 2432.57627118644 3583.20338983051
"142" 3 35.59 645.745762711864 1359.8813559322 2435.30508474576 3599.47457627119
"143" 3 37.29 647.305084745763 1380.54237288136 2438.03389830508 3608.83050847458
"144" 3 38.98 648.864406779661 1401.20338983051 2440.76271186441 3618.18644067797
"145" 3 40.68 650.067796610169 1418.66101694915 2444.5593220339 3627.18644067797
"146" 3 42.37 651.237288135593 1435.81355932203 2448.45762711864 3636.15254237288
"147" 3 44.07 648.203389830509 1452.69491525424 2452.62711864407 3636.71186440678
"148" 3 45.76 637.28813559322 1469.06779661017 2457.30508474576 3621.50847457627
"149" 3 47.46 626.372881355932 1485.4406779661 2461.98305084746 3606.30508474576
"150" 3 49.15 623.084745762712 1500.59322033898 2465.13559322034 3581.94915254237
"151" 3 50.85 621.915254237288 1515.40677966102 2467.86440677966 3555.05084745763
"152" 3 52.54 621.169491525424 1528.86440677966 2470.42372881356 3526.45762711864
"153" 3 54.24 621.949152542373 1537.4406779661 2472.37288135593 3491.76271186441
"154" 3 55.93 622.728813559322 1546.01694915254 2474.32203389831 3457.06779661017
"155" 3 57.63 618.169491525424 1553.32203389831 2475.76271186441 3424.91525423729
"156" 3 59.32 610.762711864407 1559.94915254237 2476.93220338983 3394.1186440678
"157" 3 61.02 602.983050847458 1566.84745762712 2478.16949152542 3364.74576271186
"158" 3 62.71 591.28813559322 1576.59322033898 2480.1186440678 3350.32203389831
"159" 3 64.41 579.593220338983 1586.33898305085 2482.06779661017 3335.89830508475
"160" 3 66.1 567.084745762712 1601.16949152542 2486.05084745763 3338.96610169492
"161" 3 67.8 553.830508474576 1620.66101694915 2491.89830508475 3358.06779661017
"162" 3 69.49 540.576271186441 1640.15254237288 2497.74576271186 3377.16949152542
"163" 3 71.19 527.694915254237 1656.28813559322 2508.06779661017 3412.30508474576
"164" 3 72.88 514.830508474576 1672.27118644068 2518.59322033898 3448.16949152542
"165" 3 74.58 501.508474576271 1686.72881355932 2525.91525423729 3476.86440677966
"166" 3 76.27 487.474576271186 1698.81355932203 2528.25423728814 3494.40677966102
"167" 3 77.97 473.440677966102 1710.89830508475 2530.59322033898 3511.94915254237
"168" 3 79.66 457.796610169491 1730.71186440678 2533.25423728814 3581.66101694915
"169" 3 81.36 441.813559322034 1752.15254237288 2535.98305084746 3662.35593220339
"170" 3 83.05 425.525423728814 1770.13559322034 2538.71186440678 3741.42372881356
"171" 3 84.75 408.372881355932 1778.32203389831 2541.4406779661 3815.8813559322
"172" 3 86.44 391.220338983051 1786.50847457627 2544.16949152542 3890.33898305085
"173" 3 88.14 367.830508474576 1783.84745762712 2541.47457627119 3943.37288135593
"174" 3 89.83 341.71186440678 1776.4406779661 2536.40677966102 3987.03389830508
"175" 3 91.53 318.033898305085 1767.61016949153 2531.18644067797 4014.98305084746
"176" 3 93.22 310.627118644068 1749.28813559322 2524.94915254237 3938.18644067797
"177" 3 94.92 303.220338983051 1730.96610169492 2518.71186440678 3861.38983050847
"178" 3 96.61 283.915254237288 1710.4406779661 2524.37288135593 3814.33898305085
"179" 3 98.31 255.457627118644 1688.22033898305 2539.18644067797 3790.16949152542
"180" 3 100 227 1666 2554 3766
"181" 4 0 456 1359 2283 3440
"182" 4 1.69 466.915254237288 1364.06779661017 2312.62711864407 3450.52542372881
"183" 4 3.39 477.830508474576 1369.13559322034 2342.25423728814 3461.05084745763
"184" 4 5.08 490.101694915254 1369.96610169492 2366.1186440678 3460.05084745763
"185" 4 6.78 504.135593220339 1365.28813559322 2382.49152542373 3444.06779661017
"186" 4 8.47 518.169491525424 1360.61016949153 2398.86440677966 3428.08474576271
"187" 4 10.17 529.491525423729 1351.18644067797 2439.98305084746 3419.22033898305
"188" 4 11.86 540.406779661017 1341.05084745763 2484.81355932203 3411.42372881356
"189" 4 13.56 550.966101694915 1331.74576271186 2521.93220338983 3403.62711864407
"190" 4 15.25 560.71186440678 1324.33898305085 2541.42372881356 3395.83050847458
"191" 4 16.95 570.457627118644 1316.93220338983 2560.91525423729 3388.03389830508
"192" 4 18.64 578.186440677966 1303.76271186441 2571.76271186441 3379.94915254237
"193" 4 20.34 585.203389830509 1288.5593220339 2579.5593220339 3371.76271186441
"194" 4 22.03 590.864406779661 1271.59322033898 2587.62711864407 3364.18644067797
"195" 4 23.73 590.084745762712 1246.25423728814 2596.98305084746 3359.50847457627
"196" 4 25.42 589.305084745763 1220.91525423729 2606.33898305085 3354.83050847458
"197" 4 27.12 590.423728813559 1203.64406779661 2607.38983050847 3348.49152542373
"198" 4 28.81 592.762711864407 1191.5593220339 2603.10169491525 3341.08474576271
"199" 4 30.51 595.101694915254 1179.47457627119 2598.66101694915 3333.59322033898
"200" 4 32.2 597.440677966102 1167.38983050847 2590.86440677966 3324.23728813559
"201" 4 33.9 599.779661016949 1155.30508474576 2583.06779661017 3314.8813559322
"202" 4 35.59 600.254237288136 1141.35593220339 2581.42372881356 3306.64406779661
"203" 4 37.29 598.694915254237 1125.37288135593 2586.49152542373 3299.62711864407
"204" 4 38.98 597.135593220339 1109.38983050847 2591.5593220339 3292.61016949153
"205" 4 40.68 594.508474576271 1099.10169491525 2601.61016949153 3287.72881355932
"206" 4 42.37 591.779661016949 1089.35593220339 2612.13559322034 3283.05084745763
"207" 4 44.07 589.186440677966 1081.23728813559 2623.33898305085 3279.32203389831
"208" 4 45.76 586.847457627119 1076.16949152542 2635.81355932203 3277.37288135593
"209" 4 47.46 584.508474576271 1071.10169491525 2648.28813559322 3275.42372881356
"210" 4 49.15 581.864406779661 1066.94915254237 2659.23728813559 3274.69491525424
"211" 4 50.85 579.135593220339 1063.05084745763 2669.76271186441 3274.30508474576
"212" 4 52.54 576.661016949153 1059.49152542373 2681.47457627119 3273.40677966102
"213" 4 54.24 575.101694915254 1057.15254237288 2697.45762711864 3270.67796610169
"214" 4 55.93 573.542372881356 1054.81355932203 2713.4406779661 3267.94915254237
"215" 4 57.63 571.728813559322 1049.67796610169 2723.83050847458 3263.69491525424
"216" 4 59.32 569.779661016949 1043.05084745763 2731.23728813559 3258.62711864407
"217" 4 61.02 567.491525423729 1035.74576271186 2738.50847457627 3253.62711864407
"218" 4 62.71 561.64406779661 1021.32203389831 2744.35593220339 3249.33898305085
"219" 4 64.41 555.796610169491 1006.89830508475 2750.20338983051 3245.05084745763
"220" 4 66.1 548.118644067797 993.28813559322 2751.16949152542 3239.74576271186
"221" 4 67.8 538.762711864407 980.423728813559 2747.66101694915 3233.50847457627
"222" 4 69.49 529.406779661017 967.559322033898 2744.15254237288 3227.27118644068
"223" 4 71.19 521.542372881356 959.169491525424 2747.35593220339 3219.16949152542
"224" 4 72.88 513.745762711864 950.983050847458 2750.86440677966 3210.98305084746
"225" 4 74.58 506.71186440678 944.016949152542 2749.79661016949 3203.25423728814
"226" 4 76.27 500.864406779661 938.949152542373 2741.61016949153 3196.23728813559
"227" 4 77.97 495.016949152542 933.881355932203 2733.42372881356 3189.22033898305
"228" 4 79.66 489.169491525424 928.169491525424 2727.49152542373 3182.52542372881
"229" 4 81.36 483.322033898305 922.322033898305 2722.03389830508 3175.89830508475
"230" 4 83.05 477.271186440678 916.169491525424 2716.06779661017 3169.67796610169
"231" 4 84.75 470.64406779661 909.152542372881 2708.66101694915 3164.61016949153
"232" 4 86.44 464.016949152542 902.135593220339 2701.25423728814 3159.54237288136
"233" 4 88.14 456.847457627119 895.389830508475 2697.37288135593 3156.64406779661
"234" 4 89.83 449.440677966102 888.762711864407 2695.03389830508 3154.69491525424
"235" 4 91.53 441.93220338983 882.796610169491 2692.74576271186 3152.13559322034
"236" 4 93.22 433.745762711864 881.237288135593 2690.79661016949 3145.50847457627
"237" 4 94.92 425.559322033898 879.677966101695 2688.84745762712 3138.8813559322
"238" 4 96.61 415.830508474576 881.64406779661 2684.91525423729 3126.30508474576
"239" 4 98.31 404.915254237288 886.322033898305 2679.45762711864 3109.15254237288
"240" 4 100 394 891 2674 3092
"241" 5 0 357 1416 2205 3531
"242" 5 1.69 428.491525423729 1416.62711864407 2236.35593220339 3507.16949152542
"243" 5 3.39 480.406779661017 1414.45762711864 2257.03389830508 3474.94915254237
"244" 5 5.08 503.610169491525 1408.18644067797 2262.05084745763 3430.42372881356
"245" 5 6.78 511.559322033898 1401.40677966102 2306.22033898305 3401.15254237288
"246" 5 8.47 519.610169491525 1392.06779661017 2360.20338983051 3379.77966101695
"247" 5 10.17 540.932203389831 1373.8813559322 2416.64406779661 3374.13559322034
"248" 5 11.86 559.915254237288 1350.23728813559 2469.18644067797 3370.05084745763
"249" 5 13.56 577.474576271186 1323.91525423729 2517.69491525424 3366.83050847458
"250" 5 15.25 595.033898305085 1320.77966101695 2506.40677966102 3360.5593220339
"251" 5 16.95 609.338983050847 1315.74576271186 2487.52542372881 3339.37288135593
"252" 5 18.64 619.372881355932 1308.22033898305 2458.67796610169 3298.61016949153
"253" 5 20.34 624.152542372881 1299.1186440678 2451.37288135593 3283.59322033898
"254" 5 22.03 627.915254237288 1289.25423728814 2446.25423728814 3277.52542372881
"255" 5 23.73 631.677966101695 1277.96610169492 2434.96610169492 3283.79661016949
"256" 5 25.42 633.813559322034 1270.74576271186 2424.89830508475 3289.25423728814
"257" 5 27.12 635.135593220339 1265.93220338983 2415.52542372881 3273.32203389831
"258" 5 28.81 637.64406779661 1264.67796610169 2406.74576271186 2890.77966101695
"259" 5 30.51 638.423728813559 1264.28813559322 2416.40677966102 2862.06779661017
"260" 5 32.2 637.169491525424 1264.91525423729 2447.76271186441 3249.62711864407
"261" 5 33.9 637.542372881356 1267.16949152542 2452.54237288136 3306.33898305085
"262" 5 35.59 637.491525423729 1270.01694915254 2445.71186440678 3314.74576271186
"263" 5 37.29 635.610169491525 1273.77966101695 2418.74576271186 3332.30508474576
"264" 5 38.98 634.152542372881 1283.05084745763 2400.67796610169 3345.62711864407
"265" 5 40.68 632.796610169491 1295.06779661017 2387.18644067797 3343.54237288136
"266" 5 42.37 630.28813559322 1308.23728813559 2377.15254237288 3189.89830508475
"267" 5 44.07 625.949152542373 1320.18644067797 2374.4406779661 3197.33898305085
"268" 5 45.76 619.677966101695 1330.84745762712 2379.45762711864 3374.81355932203
"269" 5 47.46 617.881355932203 1342.06779661017 2377.20338983051 3380.57627118644
"270" 5 49.15 616.627118644068 1354.47457627119 2372.01694915254 3373.16949152542
"271" 5 50.85 615.372881355932 1369.52542372881 2361.98305084746 3383.83050847458
"272" 5 52.54 612.35593220339 1387.66101694915 2351.50847457627 3388.76271186441
"273" 5 54.24 608.389830508475 1406.5593220339 2340.50847457627 3386.38983050847
"274" 5 55.93 602.745762711864 1420.98305084746 2326.71186440678 3343.74576271186
"275" 5 57.63 596.779661016949 1438.94915254237 2314.84745762712 3303.03389830508
"276" 5 59.32 590.508474576271 1460.27118644068 2304.81355932203 3264.15254237288
"277" 5 61.02 583.661016949153 1478.13559322034 2295.93220338983 3229.8813559322
"278" 5 62.71 576.966101694915 1496.71186440678 2288.98305084746 3206.18644067797
"279" 5 64.41 570.694915254237 1517.40677966102 2285.84745762712 3203.67796610169
"280" 5 66.1 561.220338983051 1537.64406779661 2284.08474576271 3298.64406779661
"281" 5 67.8 550.728813559322 1557.20338983051 2281.47457627119 3404.03389830508
"282" 5 69.49 541.322033898305 1573.50847457627 2270.18644067797 3345.08474576271
"283" 5 71.19 526.491525423729 1592.18644067797 2262.62711864407 3311.5593220339
"284" 5 72.88 507.050847457627 1612.8813559322 2258.23728813559 3299.64406779661
"285" 5 74.58 496.508474576271 1640.69491525424 2253.25423728814 3277.05084745763
"286" 5 76.27 488.457627118644 1669.57627118644 2251.54237288136 3255.16949152542
"287" 5 77.97 484.067796610169 1699.67796610169 2255.93220338983 3235.72881355932
"288" 5 79.66 476.35593220339 1724.5593220339 2264.59322033898 3241.91525423729
"289" 5 81.36 465.135593220339 1746.03389830508 2273.91525423729 3261.42372881356
"290" 5 83.05 441.305084745763 1758.57627118644 2279.5593220339 3307.20338983051
"291" 5 84.75 419.254237288136 1767.20338983051 2307.27118644068 3349.06779661017
"292" 5 86.44 398.559322033898 1772.84745762712 2351.79661016949 3387.94915254237
"293" 5 88.14 376.033898305085 1785.20338983051 2400.59322033898 3437.20338983051
"294" 5 89.83 359.864406779661 1791.10169491525 2436.45762711864 3465.38983050847
"295" 5 91.53 354.220338983051 1786.08474576271 2450.8813559322 3458.49152542373
"296" 5 93.22 340.220338983051 1748.13559322034 2433.35593220339 3453.06779661017
"297" 5 94.92 317.627118644068 1707.15254237288 2414.49152542373 3448.05084745763
"298" 5 96.61 268.084745762712 1692.10169491525 2427.66101694915 3443.03389830508
"299" 5 98.31 237.932203389831 1720.30508474576 2471.77966101695 3442.49152542373
"300" 5 100 221 1778 2537 3445
"301" 6 0 580 1431 2478 3410
"302" 6 1.69 589.830508474576 1435.42372881356 2482.42372881356 3317.10169491525
"303" 6 3.39 599.661016949153 1439.84745762712 2486.84745762712 3224.20338983051
"304" 6 5.08 628.474576271186 1440.94915254237 2503.13559322034 3247.57627118644
"305" 6 6.78 657.966101694915 1441.93220338983 2519.84745762712 3275.10169491525
"306" 6 8.47 669.152542372881 1440.62711864407 2541.13559322034 3319.10169491525
"307" 6 10.17 678.983050847458 1439.15254237288 2562.76271186441 3364.32203389831
"308" 6 11.86 680 1435.91525423729 2572.49152542373 3380.89830508475
"309" 6 13.56 680 1432.47457627119 2580.84745762712 3394.16949152542
"310" 6 15.25 680 1431.15254237288 2571.40677966102 3387.52542372881
"311" 6 16.95 680 1430.16949152542 2559.1186440678 3377.69491525424
"312" 6 18.64 680 1438.54237288136 2501.67796610169 3342.64406779661
"313" 6 20.34 680 1448.86440677966 2434.83050847458 3302.33898305085
"314" 6 22.03 672.203389830509 1452.16949152542 2392.15254237288 3285.81355932203
"315" 6 23.73 662.372881355932 1453.64406779661 2355.77966101695 3275.49152542373
"316" 6 25.42 660 1464.81355932203 2338.42372881356 3274.49152542373
"317" 6 27.12 660 1479.06779661017 2327.1186440678 3276.45762711864
"318" 6 28.81 652.881355932203 1490.1186440678 2316.52542372881 3278.06779661017
"319" 6 30.51 643.050847457627 1499.94915254237 2306.20338983051 3279.54237288136
"320" 6 32.2 633.220338983051 1509.10169491525 2302.66101694915 3285.42372881356
"321" 6 33.9 623.389830508475 1517.94915254237 2302.16949152542 3293.28813559322
"322" 6 35.59 620 1528.72881355932 2305.22033898305 3289.8813559322
"323" 6 37.29 620 1540.52542372881 2310.13559322034 3280.54237288136
"324" 6 38.98 620 1534.01694915254 2296.13559322034 3243.13559322034
"325" 6 40.68 620 1516.32203389831 2270.57627118644 3188.57627118644
"326" 6 42.37 614.237288135593 1514.47457627119 2251.35593220339 3161.67796610169
"327" 6 44.07 604.406779661017 1523.81355932203 2236.61016949153 3154.30508474576
"328" 6 45.76 600 1552.13559322034 2253.05084745763 3201.16949152542
"329" 6 47.46 600 1595.8813559322 2294.83050847458 3292.10169491525
"330" 6 49.15 600 1600.22033898305 2307.62711864407 3327.35593220339
"331" 6 50.85 600 1567.77966101695 2293.37288135593 3310.64406779661
"332" 6 52.54 600 1551.47457627119 2297.62711864407 3310.30508474576
"333" 6 54.24 600 1552.45762711864 2321.71186440678 3327.50847457627
"334" 6 55.93 608.593220338983 1563.79661016949 2342.93220338983 3340.74576271186
"335" 6 57.63 627.762711864407 1587.8813559322 2360.62711864407 3349.10169491525
"336" 6 59.32 638.389830508475 1602 2365.30508474576 3382.27118644068
"337" 6 61.02 636.915254237288 1602 2351.54237288136 3450.59322033898
"338" 6 62.71 632.271186440678 1611.32203389831 2341.69491525424 3505.86440677966
"339" 6 64.41 622.440677966102 1635.89830508475 2338.25423728814 3539.77966101695
"340" 6 66.1 607.35593220339 1663.69491525424 2338.8813559322 3503.69491525424
"341" 6 67.8 582.28813559322 1697.61016949153 2347.23728813559 3334.61016949153
"342" 6 69.49 558.593220338983 1727.5593220339 2352.84745762712 3213.8813559322
"343" 6 71.19 537.949152542373 1748.69491525424 2352.35593220339 3200.61016949153
"344" 6 72.88 524.35593220339 1761.5593220339 2344 3191.81355932203
"345" 6 74.58 529.271186440678 1752.71186440678 2315 3194.76271186441
"346" 6 76.27 537.152542372881 1761.77966101695 2394.08474576271 3283.96610169492
"347" 6 77.97 554.35593220339 1827.15254237288 2812.86440677966 3644.25423728814
"348" 6 79.66 560.067796610169 1863.84745762712 3052.5593220339 3854.84745762712
"349" 6 81.36 521.728813559322 1790.61016949153 2605.76271186441 3491.61016949152
"350" 6 83.05 482.966101694915 1739.49152542373 2249.05084745763 3196.16949152542
