"sample" "diphtong" "speaker" "T4_0%" "T4_10%" "T4_20%" "T4_30%" "T4_40%" "T4_50%" "T4_60%" "T4_70%" "T4_80%" "T4_90%" "T4_100%"
"60" 60 "aI" "M" 3059 3181.13559322034 3274.13559322034 3280.57627118644 3347.01694915254 3556.67796610169 3490.4406779661 2458.45762711864 3149.54237288136 3537.01694915254 2398
"61" 61 "aI" "M" 3275 3398.52542372881 3375.91525423729 3384.35593220339 3370.42372881356 3382.91525423729 3339.64406779661 3256.05084745763 3198.91525423729 3222.83050847458 3313
"62" 62 "aU" "M" 3355 3350.79661016949 3347.79661016949 3278.23728813559 3198.22033898305 3100.8813559322 3096.30508474576 3243.49152542373 3149 3414.1186440678 3431
"63" 63 "aU" "M" 3366 3310.27118644068 3276.52542372881 3244.59322033898 3247.23728813559 3232.03389830508 3222.16949152542 3226.67796610169 3216.91525423729 3226.45762711864 3156
"64" 64 "aI" "M" 3386 3228.38983050847 3277.16949152542 3439.32203389831 3432.72881355932 3449.20338983051 3463.52542372881 3461.25423728814 3474.10169491525 3519.83050847458 3557
"65" 65 "aU" "M" 3503 3553.84745762712 3528 3355.69491525424 3384 3247.37288135593 3229.03389830508 3378.69491525424 3315.37288135593 3258 3321
"66" 66 "aU" "M" 3474 3494.25423728814 3444.16949152542 3397.69491525424 3375.37288135593 3338.20338983051 3292.50847457627 3245.10169491525 3278.52542372881 3392.54237288136 3618
"67" 67 "aI" "M" 3161 3192.5593220339 3258.03389830508 3304.33898305085 3329.23728813559 3332.59322033898 3216.32203389831 3232.52542372881 3317.61016949153 3688.91525423729 3664
"68" 68 "aI" "M" 3343 3366.52542372881 3334.5593220339 3319.98305084746 3306.15254237288 3301.22033898305 3316.84745762712 3339.57627118644 3318.89830508475 3466.28813559322 3528
"69" 69 "aI" "M" 3622 3621.57627118644 3545.83050847458 3509.84745762712 3445.79661016949 3296.96610169492 3225.84745762712 3246.94915254237 3340.42372881356 3464.57627118644 3482
"70" 70 "aI" "M" 3285 3278 3377.67796610169 3472.72881355932 3403.8813559322 3418.66101694915 3257.27118644068 3229.94915254237 3285.84745762712 3181.71186440678 2978
"71" 71 "aI" "M" 3201 3387.54237288136 3458.86440677966 3476.72881355932 3463.20338983051 3468.79661016949 3474.59322033898 3395.66101694915 3137.13559322034 3190.91525423729 3383
"72" 72 "aI" "M" 3501 3567.4406779661 3502.74576271186 3471.28813559322 3434.40677966102 3399.89830508475 3402.40677966102 3432.22033898305 3186.30508474576 3207.38983050847 3269
"73" 73 "OY" "M" 3379 3200.94915254237 3439.27118644068 3368.40677966102 3200.89830508475 3218.71186440678 3190.23728813559 3120.33898305085 3128.03389830508 3060.15254237288 3101
"74" 74 "aU" "M" 3450 3415.89830508475 3355.35593220339 3315.59322033898 3264.13559322034 3242.01694915254 3267.35593220339 3248.23728813559 3247.83050847458 3444.54237288136 3513
"75" 75 "aI" "M" 3463 3866.30508474576 3764.67796610169 3616.61016949153 3396.27118644068 3422.5593220339 3431.28813559322 3411.06779661017 3136.28813559322 3573.69491525424 3544
"76" 76 "aU" "M" 3505 3399.37288135593 3339.18644067797 3327.96610169492 3336.27118644068 3349.61016949153 3345.93220338983 3340.50847457627 3131.94915254237 3232.45762711864 2941
"77" 77 "OY" "M" 3345 3372.40677966102 3386.52542372881 3253.64406779661 3229.66101694915 3214 3249.66101694915 3238.96610169492 3245.06779661017 3270.32203389831 3382
"78" 78 "aI" "M" 3394 3417.69491525424 3339.89830508475 3262.61016949153 3371.76271186441 3394.42372881356 3422.77966101695 3483.66101694915 3523.77966101695 3571.27118644068 3707
"79" 79 "aU" "M" 3357 3017.83050847458 3346.16949152542 3358.18644067797 3349.40677966102 3385.30508474576 3369.23728813559 3326.15254237288 3308.42372881356 3330.61016949153 3472
"80" 80 "aU" "M" 3458 3360.16949152542 3295.81355932203 3258.71186440678 3225.32203389831 3266.40677966102 3197.06779661017 3076.67796610169 2931.20338983051 2726.08474576271 3281
"81" 81 "aI" "M" 3526 3509.20338983051 3406.49152542373 3220.61016949153 3189.18644067797 3254.13559322034 3412.76271186441 3424.86440677966 3465.45762711864 3560.89830508475 3750
"82" 82 "aI" "M" 3580 3525.03389830508 3478.15254237288 3453.8813559322 3443.4406779661 3443.93220338983 3484.61016949153 3531.50847457627 3531.33898305085 3523.33898305085 3527
"83" 83 "aI" "M" 3243 3217.28813559322 3230.91525423729 3258.38983050847 3286.22033898305 3291.08474576271 3283.69491525424 3259.01694915254 2915.74576271186 2896.71186440678 2965
"84" 84 "OY" "M" 3278 3335.52542372881 3291.79661016949 3251.74576271186 3165.16949152542 3101.67796610169 3091.10169491525 3173.52542372881 3242.23728813559 3343.32203389831 3314
"85" 85 "aI" "M" 3339 3560.64406779661 3532.66101694915 3492.61016949153 3432.74576271186 3428.96610169492 3364.18644067797 3303.69491525424 3356.74576271186 3369.94915254237 3446
"86" 86 "aI" "M" 3415 3444.98305084746 3625.27118644068 3560.49152542373 3503.16949152542 3512.4406779661 3312.86440677966 3364.94915254237 3318.40677966102 3292.93220338983 3360
"87" 87 "OY" "M" 2999 3275.64406779661 3261.76271186441 3284.38983050847 3258.50847457627 3254.15254237288 3223.74576271186 3203.38983050847 3116.77966101695 3145.98305084746 3335
"88" 88 "aU" "M" 3337 3351.72881355932 3318.64406779661 3246.20338983051 3251.1186440678 3246.27118644068 3154.01694915254 3129.4406779661 3107.40677966102 3119.93220338983 3170
"89" 89 "aI" "M" 3637 3612.84745762712 3508.13559322034 3530.76271186441 3545.45762711864 3537.35593220339 3540.77966101695 3547.42372881356 3493.64406779661 3484.23728813559 3640
"90" 90 "aU" "M" 3331 3189.86440677966 3150.01694915254 3341.57627118644 3417.69491525424 3355.38983050847 3257.64406779661 3145.66101694915 3214.89830508475 3251.98305084746 3263
"91" 91 "aI" "M" 3369 3192.32203389831 3282.86440677966 3240.54237288136 3257.84745762712 3260.22033898305 3275.27118644068 3261.98305084746 3231.54237288136 3127.91525423729 3028
"92" 92 "aI" "M" 3786 3587.49152542373 3485.45762711864 3474.71186440678 3430.37288135593 3413.64406779661 3415.23728813559 3427.30508474576 3400.10169491525 3379.23728813559 3362
"93" 93 "aU" "M" 3287 3354.28813559322 3293.96610169492 3209.96610169492 3095.08474576271 2898.96610169492 2894.16949152542 3031.83050847458 3031.30508474576 3079.47457627119 3187
"94" 94 "aI" "F" 4310 4066.8813559322 4010.27118644068 4029.89830508475 4101.89830508475 4062.67796610169 4082.72881355932 4061.71186440678 4089.06779661017 4166.35593220339 4261
"95" 95 "aI" "F" 3739 4042.83050847458 4211.15254237288 4071.16949152542 4266.38983050847 4145.35593220339 4044.72881355932 4009.49152542373 3974.28813559322 3896.18644067797 3552
"96" 96 "aI" "F" 3921 4049.15254237288 4048.94915254237 4322.47457627119 4147.49152542373 4336.71186440678 4254.23728813559 4158.77966101695 4384.54237288136 4417.18644067797 4597
"97" 97 "aU" "F" 4062 4118.69491525424 4230.93220338983 3526.83050847458 3683.5593220339 3675.98305084746 3691.30508474576 3635.57627118644 3782.23728813559 4159.86440677966 4065
"98" 98 "aI" "F" 4118 4009.10169491525 4012.81355932203 4049.93220338983 4075.66101694915 4103 3984.62711864407 3973.32203389831 3937.54237288136 4072.33898305085 4166
"99" 99 "aI" "F" 4155 4206.08474576271 4218.81355932203 4249.23728813559 4204.38983050847 4273.64406779661 4267.40677966102 4240.50847457627 4208.71186440678 4335.27118644068 4393
"100" 100 "aU" "F" 3786 4074.30508474576 3952.25423728814 3899.25423728814 3980.84745762712 3911.4406779661 3960.10169491525 3919.77966101695 3995.86440677966 4151.5593220339 4606
"101" 101 "OY" "F" 3705 3654.67796610169 3702.38983050847 3630.45762711864 3558.69491525424 3731.16949152542 3850.72881355932 3866.33898305085 3879 3930.79661016949 3881
"102" 102 "OY" "F" 4017 3957.5593220339 3930.52542372881 3924.64406779661 3887.05084745763 3933.33898305085 3958.16949152542 3932.38983050847 3965.03389830508 4118.5593220339 3988
"103" 103 "aI" "F" 4034 3956.57627118644 4021.32203389831 4032.08474576271 4070.25423728814 4065.49152542373 4083.23728813559 4069.20338983051 4190.8813559322 4273.64406779661 4118
"104" 104 "aU" "F" 4715 4109.45762711864 3954.72881355932 4009.52542372881 3999.59322033898 3932.40677966102 4018.40677966102 4248.40677966102 4035.62711864407 3910.61016949153 3903
"105" 105 "aI" "F" 3927 3965.03389830508 3799 3906.05084745763 3988.40677966102 4084.30508474576 4189.33898305085 4087 4267.23728813559 4206.16949152542 4135
"106" 106 "OY" "F" 4168 4392.79661016949 4606.3220338983 4359.93220338983 4627.16949152542 3555.66101694915 3602.62711864407 3753.30508474576 3735.93220338983 3626.69491525424 3763
"107" 107 "aI" "F" 4181 4149.96610169491 4165.59322033898 4066.35593220339 3915.93220338983 4292.86440677966 4097.49152542373 3925.5593220339 3993.84745762712 4159.27118644068 4269
"108" 108 "aI" "F" 4152 4036.96610169492 3958.79661016949 3828.49152542373 3895.4406779661 3930.33898305085 4031.13559322034 4121.84745762712 4090.84745762712 4114.20338983051 4323
"109" 109 "aI" "F" 3824 4189.22033898305 4060.71186440678 4204.52542372881 3883.47457627119 3965.01694915254 3984.91525423729 4046.35593220339 4099.3220338983 4016.66101694915 4283
"110" 110 "aI" "F" 4113 4156.20338983051 4167.06779661017 4051.86440677966 4054.76271186441 4047.69491525424 4056.64406779661 4024.67796610169 4066.89830508475 4144.83050847458 4202
"111" 111 "aI" "F" 4068 4048.05084745763 4141.40677966102 4142.28813559322 4095.13559322034 4035.42372881356 4273.10169491525 4323.22033898305 4073.47457627119 4092.30508474576 4151
"112" 112 "aU" "F" 3805 3899.50847457627 3854.5593220339 3743.45762711864 3699.38983050847 3752.84745762712 3700.49152542373 3785.79661016949 3836.22033898305 4049.62711864407 4479
"113" 113 "aU" "F" 4940 3844.71186440678 3993.79661016949 4021.49152542373 4012.57627118644 3958.32203389831 3882.15254237288 3875.5593220339 3981.27118644068 3934.64406779661 4897
"114" 114 "aI" "F" 3518 4658.83050847458 3711.96610169492 3781.42372881356 4042.47457627119 4249.37288135593 3946.8813559322 3995.5593220339 3998.23728813559 3991.01694915254 4040
"115" 115 "OY" "F" 4060 4396.23728813559 4603.89830508475 3143.16949152542 3142.77966101695 3307.71186440678 3384.01694915254 3524.66101694915 3606.15254237288 3664.40677966102 3717
"116" 116 "aI" "F" 3976 3956.13559322034 4085.98305084746 4158.23728813559 4180.28813559322 4214.22033898305 4042.77966101695 4091.08474576271 4183.59322033898 4192.37288135593 4272
"117" 117 "aI" "F" 3915 3870.94915254237 3989.52542372881 4079.59322033898 4081.08474576271 4124.1186440678 4125.49152542373 4303.93220338983 4131.06779661017 4082.69491525424 4086
"118" 118 "aI" "F" 3714 3826.83050847458 3897.16949152542 3840.08474576271 3971.98305084746 3947.47457627119 3962.71186440678 3988.61016949153 4000.38983050847 4018.33898305085 4123
"119" 119 "aI" "F" 3826 3986.05084745763 3994.81355932203 3975.45762711864 3945.01694915254 3964.16949152542 4190.74576271186 4091.28813559322 4104.20338983051 4007.57627118644 4016
"120" 120 "aI" "F" 3785 3807.33898305085 3986.49152542373 4132.83050847458 4136.4406779661 4002.38983050847 4041.40677966102 4058.89830508475 4041.94915254237 4048.20338983051 3983
"121" 121 "aU" "F" 3899 3722.86440677966 3885.94915254237 3945.40677966102 3970.86440677966 4017.5593220339 3911.03389830508 3944.27118644068 3962.20338983051 3895.86440677966 3972
"122" 122 "OY" "F" 4023 3975.40677966102 3955.37288135593 3920.84745762712 3902.13559322034 3955.23728813559 4039.57627118644 3955.33898305085 4062.08474576271 4095 4113
"123" 123 "aU" "F" 3787 3697.81355932203 3327.22033898305 3578.93220338983 3719.76271186441 3710.62711864407 3706.5593220339 3748.01694915254 3972.06779661017 4074.66101694915 4162
"124" 124 "aI" "F" 3734 3595.1186440678 3683.32203389831 3552.66101694915 3751.03389830508 4075.52542372881 4047.94915254237 3995.64406779661 4131.23728813559 3972.91525423729 3840
"125" 125 "aI" "F" 4087 4094.18644067797 4058.22033898305 4075.83050847458 4100.77966101695 3996.59322033898 4039.05084745763 4049.64406779661 4140.45762711864 4089.62711864407 4129
"126" 126 "OY" "F" 3287 3775.22033898305 3830.74576271186 3675.5593220339 3858.22033898305 4579.28813559322 4472.32203389831 4630.23728813559 3923.52542372881 4377.69491525424 4026
"127" 127 "aI" "F" 4101 4016.25423728814 4044.66101694915 4186.45762711864 4036.22033898305 3965.89830508475 4101.23728813559 3925.13559322034 3975.52542372881 4074.86440677966 4139
"128" 128 "aI" "F" 4263 4135.08474576271 4078.98305084746 4129.16949152542 4225.86440677966 4315.98305084746 3999.32203389831 4028.52542372881 4214.16949152542 4015 3915
"129" 129 "aI" "F" 4038 3969.83050847458 3927.42372881356 4029.8813559322 3924.83050847458 3992.06779661017 3949.8813559322 3935.61016949153 4022.5593220339 4081.59322033898 4088
"130" 130 "aI" "F" 3972 3994.69491525424 3974.30508474576 3926.45762711864 4130.76271186441 3991.61016949153 4017.76271186441 4051.27118644068 4018.33898305085 3900.71186440678 3734
"131" 131 "aI" "F" 3983 3945.10169491525 4007.38983050847 4003.77966101695 3905.79661016949 3939.77966101695 4094.05084745763 4113.25423728814 4157.13559322034 4091.47457627119 4131
"132" 132 "aI" "F" 3440 3684.03389830508 3960.54237288136 3827.40677966102 4028.1186440678 3958.67796610169 3974.13559322034 4000.20338983051 4060.71186440678 4093.98305084746 4152
"133" 133 "aI" "F" 3933 3975.45762711864 3960.86440677966 3988.03389830508 4084.01694915254 4158.1186440678 4311.57627118644 4218.33898305085 4407.62711864407 4274.62711864407 4463
"134" 134 "aU" "F" 3933 3981 4087.93220338983 4254.42372881356 4106.96610169492 4044.52542372881 4062.84745762712 4007 3856 3840.33898305085 3908
"135" 135 "aI" "F" 3907 3974.20338983051 3977.77966101695 4045.40677966102 4039.35593220339 4062.25423728814 4090.27118644068 4045.66101694915 4251.30508474576 4276.84745762712 4364
"136" 136 "aI" "F" 4075 4084.79661016949 4097.8813559322 3964.35593220339 3945.57627118644 4024.38983050847 3925.25423728814 4013.37288135593 4066.10169491525 4114.06779661017 4166
"137" 137 "OY" "F" 3745 3671.69491525424 4932.98305084746 3641.72881355932 3737.15254237288 3908.72881355932 4052.40677966102 3685.25423728814 3701.49152542373 3767.25423728814 4004
"138" 138 "aI" "F" 4356 4089.93220338983 3999.35593220339 3885.16949152542 3809.8813559322 3866.61016949153 4108.66101694915 4306.45762711864 4071.23728813559 4105.93220338983 4045
"139" 139 "aI" "F" 3846 3865.71186440678 3971.77966101695 3974.86440677966 4054.72881355932 3988.96610169492 3970.52542372881 3938.30508474576 3997.25423728814 4037.96610169492 4061
"140" 140 "aU" "F" 3701 3531.38983050847 3945.57627118644 4053.22033898305 4043.20338983051 4022.89830508475 4080.59322033898 3974.15254237288 3926 3908.52542372881 3858
"141" 141 "aI" "F" 4786 3702.57627118644 4021.72881355932 4011.52542372881 4038.5593220339 4026.33898305085 4191.8813559322 4114.71186440678 4139.98305084746 4196 4138
"142" 142 "aI" "F" 4132 3986.62711864407 4075.66101694915 4029.89830508475 3906.49152542373 3896.8813559322 4056.27118644068 3982.18644067797 3953.83050847458 4022.20338983051 4101
"143" 143 "aI" "F" 3853 3888.64406779661 3868.30508474576 4422.33898305085 4030.42372881356 4093.77966101695 4059.57627118644 4307.84745762712 4194.10169491525 4319.61016949153 4159
"144" 144 "aI" "F" 3904 3892.33898305085 3861.18644067797 3912.8813559322 3949.27118644068 3951.47457627119 3932.94915254237 4026.25423728814 4079.42372881356 4081.54237288136 4102
"145" 145 "aU" "F" 3906 3978.96610169492 3957.16949152542 3958.13559322034 4106.76271186441 3755.64406779661 3781.86440677966 3691.94915254237 3719.96610169492 3718.93220338983 3725
"146" 146 "aI" "F" 4085 4030.59322033898 3983.33898305085 3982.77966101695 4273.01694915254 4230.42372881356 4152 3941.52542372881 3961.72881355932 4177.84745762712 4189
"147" 147 "aU" "F" 3898 3969.49152542373 3909.10169491525 3900.4406779661 3953.03389830508 3961.77966101695 3947.77966101695 3938.49152542373 3710.98305084746 4175.08474576271 4559
"148" 148 "aI" "F" 3854 3984.76271186441 3796.38983050847 3955.05084745763 3987.98305084746 4015.08474576271 4075.93220338983 4071.05084745763 4147.22033898305 4204.52542372881 4252
"149" 149 "aI" "F" 3983 3885.62711864407 3886.72881355932 4171.66101694915 4016.54237288136 3970.33898305085 3917.74576271186 4019.08474576271 3972.8813559322 4062 4243
"150" 150 "aI" "F" 3880 3930.72881355932 3888.45762711864 3911.67796610169 4059.74576271186 4135.74576271186 4078 4107.40677966102 4125.50847457627 4165.94915254237 4338
"151" 151 "aI" "F" 3898 3856.86440677966 4008.35593220339 3886.62711864407 3901.13559322034 3964.08474576271 4088.13559322034 4135.13559322034 4097.8813559322 4129.96610169491 4122
